"Assembly"	"Accesion"	"Region"	"NRPS"	"NRP.metallophore"	"NIS"	"Metallophore"	"Span"	"ContigEdge"	"Taxonomy"	"Species"	"Orn_monoox"	"IBH_Asp"	"EntC"	"EntA"	"Lys_monoox"	"SalSyn"	"IPL"	"Cy_tandem"	"VibH_like"	"TBH_Asp"	"PvdO"	"PvdP"	"IBH_His"	"KtzT"	"MetRS.like"	"VbsL"	"FbnL"	"FbnM"	"SBH_Asp"	"GrbD"	"GrbE"	"CyanoBH_Asp1"	"CyanoBH_Asp2"	"X"	"TonB_dep_Rec"	"Peripla_BP_2"	"FecCD"	"TRANSPORT"	"CATECHOL"	"GRAMININE"	"DMAQ"	"HYDROXAMATE"	"SALICYLATE"	"OHASP"	"OHHIS"	"PYOVERDINE"
"GCF_002220285.1_NZ_CP017060.1.region004"	"GCF_002220285.1"	"NZ_CP017060.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2162201..2213950"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus cereus"	NA	NA	511.5	390.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002250945.2_NZ_CP024109.1.region004"	"GCF_002250945.2"	"NZ_CP024109.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"1836826..1888606"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus cytotoxicus"	NA	NA	517.1	385.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_004116025.1_NZ_SDFS01000001.1.region003"	"GCF_004116025.1"	"NZ_SDFS01000001.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"298040..349780"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus albus"	NA	NA	510.3	384.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_008807735.1_NZ_CP032365.1.region005"	"GCF_008807735.1"	"NZ_CP032365.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2245752..2297511"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus wiedmannii"	NA	NA	512.4	393.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_009739945.1_NZ_CP040336.1.region005"	"GCF_009739945.1"	"NZ_CP040336.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2842437..2898610"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus luti"	NA	NA	508.5	386.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_010994595.1_NZ_NJQO01000004.1.region001"	"GCF_010994595.1"	"NZ_NJQO01000004.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"49070..100797"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus paranthracis"	NA	NA	508.7	389.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_011040455.1_NZ_CP049019.1.region003"	"GCF_011040455.1"	"NZ_CP049019.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"1598880..1650629"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus tropicus"	NA	NA	511.1	395.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_013391375.1_NZ_JACAXA010000017.1.region004"	"GCF_013391375.1"	"NZ_JACAXA010000017.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"445244..496985"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus paramycoides"	NA	NA	509.7	384.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_016605985.1_NZ_CP064875.1.region004"	"GCF_016605985.1"	"NZ_CP064875.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2217488..2269238"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus toyonensis"	NA	NA	511.7	395.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_018141025.1_NZ_CP047366.1.region003"	"GCF_018141025.1"	"NZ_CP047366.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2246430..2298186"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus nitratireducens"	NA	NA	511	393.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_018739485.1_NZ_CP035997.1.region004"	"GCF_018739485.1"	"NZ_CP035997.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"481115..532868"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus mycoides"	NA	NA	511.9	397.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_020861345.1_NZ_CP086328.1.region004"	"GCF_020861345.1"	"NZ_CP086328.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2826237..2877972"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_Bacillus cereus group"	"Bacillus pacificus"	NA	NA	505.8	389.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_017167025.1_NZ_JAFDQP010000002.1.region001"	"GCF_017167025.1"	"NZ_JAFDQP010000002.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"465954..517570"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Cytobacillus"	"Cytobacillus horneckiae"	NA	NA	450	335.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_020171845.1_NZ_JAIVAM010000012.1.region001"	"GCF_020171845.1"	"NZ_JAIVAM010000012.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"33150..84765"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Cytobacillus"	"Cytobacillus kochii"	NA	NA	436.1	340.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002072065.1_NZ_CP017694.1.region004"	"GCF_002072065.1"	"NZ_CP017694.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"1638734..1690523"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Geobacillus"	"Geobacillus thermodenitrificans"	NA	NA	500.2	389.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.9	306.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_010614825.1_NZ_JAAFZF010000003.1.region001"	"GCF_010614825.1"	"NZ_JAAFZF010000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"27030..79972"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Neobacillus"	"Neobacillus sedimentimangrovi"	NA	NA	487.6	369.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_010975035.1_NZ_JAAIUV010000003.1.region001"	"GCF_010975035.1"	"NZ_JAAIUV010000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"166269..219206"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Neobacillus"	"Neobacillus thermocopriae"	NA	NA	485.9	367.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000011245.1_NC_004193.1.region003"	"GCF_000011245.1"	"NC_004193.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"980560..1032202"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Oceanobacillus"	"Oceanobacillus iheyensis HTE831"	NA	NA	461.4	355.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000340475.1_NZ_CM001792.1.region004"	"GCF_000340475.1"	"NZ_CM001792.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"960291..1011888"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Oceanobacillus"	"Oceanobacillus kimchii X50"	NA	NA	459.6	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_008304605.1_NZ_PIJY01000030.1.region001"	"GCF_008304605.1"	"NZ_PIJY01000030.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"228689..312659"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Oceanobacillus"	"Oceanobacillus polygoni"	NA	NA	376	361.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001700985.1_NZ_CP016622.1.region001"	"GCF_001700985.1"	"NZ_CP016622.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"402799..454621"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Parageobacillus"	"Parageobacillus thermoglucosidasius"	NA	NA	496.7	383.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115	299	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_016724865.1_NZ_CP068053.1.region005"	"GCF_016724865.1"	"NZ_CP068053.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2566131..2617943"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Peribacillus"	"Peribacillus psychrosaccharolyticus"	NA	NA	480.4	363.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.8	309.2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003269955.1_NZ_LWAG01000001.1.region002"	"GCF_003269955.1"	"NZ_LWAG01000001.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"44569..96210"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Priestia"	"Priestia endophytica"	NA	NA	497	372.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118.7	285.9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003600795.1_NZ_NQYF01000001.1.region009"	"GCF_003600795.1"	"NZ_NQYF01000001.1"	"region009"	TRUE	TRUE	FALSE	TRUE	"4462857..4514492"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Priestia"	"Priestia filamentosa"	NA	NA	496.2	368.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122	287.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_022559225.1_NZ_CP060274.1.region004"	"GCF_022559225.1"	"NZ_CP060274.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"636223..688021"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Priestia"	"Priestia flexa"	NA	NA	498.1	377.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99	280.7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000723585.1_NZ_CCDP010000001.1.region003"	"GCF_000723585.1"	"NZ_CCDP010000001.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"1709276..1760985"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Virgibacillus"	"Virgibacillus massiliensis"	NA	NA	489.9	352.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014905415.1_NZ_BNEO01000002.1.region004"	"GCF_014905415.1"	"NZ_BNEO01000002.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"1093997..1145706"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Virgibacillus"	"Virgibacillus salexigens"	NA	NA	489.4	352.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_016908515.1_NZ_JAFBEA010000002.1.region001"	"GCF_016908515.1"	"NZ_JAFBEA010000002.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"323897..376440"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Virgibacillus"	"Virgibacillus halotolerans"	NA	NA	493.6	370.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001012775.1_NZ_LDCN01000005.1.region001"	"GCF_001012775.1"	"NZ_LDCN01000005.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"130959..191467"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus formosus"	NA	NA	NA	NA	NA	505.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_002706795.1_NZ_CP017705.1.region004"	"GCF_002706795.1"	"NZ_CP017705.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"833380..934608"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus laterosporus DSM 25"	NA	NA	NA	NA	NA	508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.3	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_003013395.1_NZ_PXZM01000033.1.region001"	"GCF_003013395.1"	"NZ_PXZM01000033.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"33571..94080"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus fortis"	NA	NA	NA	NA	NA	503.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_003013475.1_NZ_PXZO01000017.1.region001"	"GCF_003013475.1"	"NZ_PXZO01000017.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"100659..161106"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus porteri"	NA	NA	NA	NA	NA	502.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_005217615.1_NZ_SZNK01000001.1.region001"	"GCF_005217615.1"	"NZ_SZNK01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"187081..247590"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus antibioticus"	NA	NA	NA	NA	NA	503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_013867635.1_NZ_JACEIN010000008.1.region001"	"GCF_013867635.1"	"NZ_JACEIN010000008.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"103736..198073"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus halotolerans"	NA	NA	NA	NA	NA	512.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.5	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_022701015.1_NZ_CP064090.1.region004"	"GCF_022701015.1"	"NZ_CP064090.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2418789..2480051"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus parabrevis"	NA	NA	NA	NA	NA	510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_900637055.1_NZ_LR134338.1.region002"	"GCF_900637055.1"	"NZ_LR134338.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"1476118..1536630"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus"	"Brevibacillus brevis"	NA	NA	NA	NA	NA	504.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_000236805.1_NZ_AGFX01000041.1.region001"	"GCF_000236805.1"	"NZ_AGFX01000041.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"446816..499217"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus peoriae KCTC 3763"	NA	NA	476.8	373.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.8	292.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000422445.1_NZ_KE383839.1.region003"	"GCF_000422445.1"	"NZ_KE383839.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"123695..175765"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus assamensis DSM 18201"	NA	NA	478.6	369.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.1	300.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000722545.1_NZ_JNVM01000006.1.region001"	"GCF_000722545.1"	"NZ_JNVM01000006.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"530031..588893"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus tyrfis"	NA	NA	508.7	387.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.6	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000971965.1_NZ_LAQP01000015.1.region001"	"GCF_000971965.1"	"NZ_LAQP01000015.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"32152..84430"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus wulumuqiensis"	NA	NA	487.8	364.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001277345.1_NZ_LIUT01000001.1.region010"	"GCF_001277345.1"	"NZ_LIUT01000001.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"3375073..3427082"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus solani"	NA	NA	469.8	373.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.3	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001280595.1_NZ_LITU01000070.1.region001"	"GCF_001280595.1"	"NZ_LITU01000070.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"119868..172004"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus xylanivorans"	NA	NA	473.5	381.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.7	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001403875.1_NZ_LN884299.1.region006"	"GCF_001403875.1"	"NZ_LN884299.1"	"region006"	TRUE	TRUE	FALSE	TRUE	"2749139..2801501"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus ihumii"	NA	NA	462.4	375.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.7	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001421015.2_NZ_CP013023.1.region007"	"GCF_001421015.2"	"NZ_CP013023.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"4734770..4787028"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus bovis"	NA	NA	488	362.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.9	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001514495.1_NZ_BCNM01000007.1.region001"	"GCF_001514495.1"	"NZ_BCNM01000007.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"136238..188372"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus pabuli NBRC 13638"	NA	NA	473.9	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.7	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001633025.1_NZ_LWMH01000002.1.region003"	"GCF_001633025.1"	"NZ_LWMH01000002.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"787535..839535"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus glucanolyticus"	NA	NA	466.5	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.9	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001637205.1_NZ_LVJH01000048.1.region001"	"GCF_001637205.1"	"NZ_LVJH01000048.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"51049..164254"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus glacialis"	NA	NA	477.5	371.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.6	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002240415.1_NZ_CP020028.1.region012"	"GCF_002240415.1"	"NZ_CP020028.1"	"region012"	TRUE	TRUE	FALSE	TRUE	"4027563..4079971"	FALSE	"Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus"	"Paenibacillus kribbensis"	NA	NA	475.3	373.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.2	293	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
