ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number"
24722,LW7,"DSM 46695, CCUG 57665, JCM 15946, NCCB 100279",1,"Nitritalea halalkaliphila",GCA_000265075
1794,X14,"DSM 10229",1,"Nitrobacter hamburgensis",GCA_000013885
145156,,"CCUG 27769, IFO 14297, NBRC 14297, ATCC 14123",0,"Nitrobacter winogradskyi",GCA_006539545
159828,MY1,"JCM 31640, KCTC 4249",1,"Nitrosarchaeum koreense",GCA_000220175
163789,,"JCM 30415, ATCC 19707",1,"Nitrosococcus oceani",GCA_000012805
132053,Nm2,"DSM 28436",1,"Nitrosomonas communis",GCA_001007935
,,,,,GCA_008124795
130472,Nm50,"DSM 28437, ATCC 25978",1,"Nitrosomonas europaea",GCA_900106625
,,,,,GCA_900167395
132055,Nm90,"DSM 28438",1,"Nitrosomonas nitrosa",GCA_003051105
157948,NF5,"DSM 106890, JCM 32270, NCIMB 15114",1,"Nitrosopumilus adriaticus",GCA_000956175
158487,D3C,"DSM 106147, JCM 32271, NCIMB 15115",1,"Nitrosopumilus piranensis",GCA_000875775
24819,EN76,"DSM 26422, JCM 19564",1,"Nitrososphaera viennensis",GCA_000698785
132056,"C-71, Nl13","DSM 101674, ATCC 25196",1,"Nitrosospira multiformis",GCA_000196355
,,,,,GCA_900108135
132394,YC6995,"DSM 22198, KACC 13777",1,"Nitrospirillum iridis",GCA_014205765
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,"Niveibacterium umoris",GCA_014197015
,,,,,GCA_017311475
13995,"KBC 1","DSM 11586, ATCC 51182, CIP 103311, CCUG 30621, LMG 10653",1,"Niveispirillum irakense",GCA_000429645
10731,VA-12,"DSM 44432, ATCC 23824, ATCC BAA 279, IMMIB D-1599, IMMIB N-63, JCM 10984, NBRC 100374, CCUG 45938, CIP 106822, IMMIB D-1592, CGMCC 4.1723, IFM 10029",1,"Nocardia abscessus",GCA_000308455
10818,GW4-1778,"DSM 45049, CCUG 53410, CIP 109315, JCM 14671, IFM 10820, NBRC 108247",1,"Nocardia acidivorans",GCA_001625085
10753,SD769,"CCUG 46122, DSM 44491, ATCC BAA 280, CIP 109047, NBRC 100379, NCTC 13181, JCM 11438",1,"Nocardia africana",GCA_001612635
10627,,"DSM 44684, CCTCC AA 001030, CIP 108434, YIM 30243, JCM 13373, IFM 10588, NBRC 108234",1,"Nocardia alba",GCA_001612665
,,,,,GCA_004339125
10813,,"DSM 44997, CIP 109606, OFN S17, JCM 14670, IFM 10819, NBRC 108246",1,"Nocardia altamirensis",GCA_001612685
10816,"TT 00-78","DSM 45066, KCTC 19208, NBRC 102102, JCM 14877, IFM 10867",1,"Nocardia amamiensis",GCA_001612745
10713,W9912,"DSM 45537",0,"Nocardia amikacinitolerans",GCA_900215415
10798,,"DSM 44821, IFM 0323, JCM 12396, NBRC 100462, CIP 108869",1,"Nocardia anaemiae",GCA_001612725
10789,,"DSM 44805, CIP 109046, IFM 0372, JCM 12352, NBRC 100429",1,"Nocardia aobensis",GCA_000308375
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135, CIP 108631",1,"Nocardia araoensis",GCA_000308435
131505,W9405,"DSM 45748, CCUG 62754, NBRC 108935, JCM 32219",1,"Nocardia arizonensis",GCA_001310275
,,,,,GCA_001618405
10779,,"DSM 44731, CIP 108682, IFM 10035, JCM 12120, NBRC 100137",1,"Nocardia arthritidis",GCA_001612765
10775,,"DSM 44668, JCM 11892, NBRC 100129, CCUG 48826, IFM 0245, CIP 108374",1,"Nocardia asiatica",GCA_000308415
10640,"727, GA 875, M 170-6","DSM 43757, ATCC 19247, CCM 2754, DSM 43373, IMET 7547, JCM 3384, NCTC 11293, CCUG 10073, PSA 165, CECT 3051, CGMCC 4.1165, CIP 104503, HUT 6572, IFM 0319, IFO 15531, KCTC 9956, MTCC 274, NBRC 15531, NCAIM B.01954, NCIMB 12082, NRRL B-3828, PCM 2254",1,"Nocardia asteroides",GCA_000308355
,,,,,GCA_005863255
,,,,,GCA_900114685
,,,,,GCA_900637185
10768,02,"CCUG 46096, DSM 44636, AS 4.1521, CIP 107257, IFO 16342, JCM 10666, NBRC 16342, CGMCC 4.1521, IFM 10174, KCTC 19931, NCIMB 13870",1,"Nocardia beijingensis",GCA_001612785
132185,VRC07,"DSM 103495, ATCC BAA 2548, KCTC 29209, MTCC 11725",1,"Nocardia bhagyanarayanae",GCA_006716565
160092,NEAU-351,"DSM 110681, CCTCC AA 2019090",1,"Nocardia bovistercoris",GCA_015674855
10650,"381, 631, GA 876","DSM 43758, ATCC 19296, CBS 330.54, IFO 14402, IMRU 845, JCM 3374, NBRC 14402, NCTC 11294, CCT 3439, CCUG 10074, CCUG 10098, CECT 3052, CIP 104502, IFM 0236, IMSNU 21222, IMSNU 21223, NCIMB 12083, VKM Ac-863",1,"Nocardia brasiliensis",GCA_000308475
,,,,,GCA_900454265
10654,,"DSM 43024, ATCC 15333, IFO 12119, IMRU 1086, KCC A-0029, NBRC 12119, RIA 709, CCUG 46115, JCM 3029, BCRC 13389, CGMCC 4.1163, CIP 104508, IFM 0283, IMET 9542, IMSNU 20103, IMSNU 21207, KCCM 12521, KCTC 9370, NRRL B-2896, VKM Ac-936",1,"Nocardia brevicatena",GCA_000308495
10788,F829,"DSM 44831, AS 4.1728, IFM 10344, JCM 11508, BCRC 16365, CGMCC 4.1728, CIP 108001, NBRC 108228",1,"Nocardia caishijiensis",GCA_001612825
,,,,,GCA_009858255
132481,1H-HV4,"DSM 100526, CGMCC 4.7278",1,"Nocardia camponoti",GCA_014646135
10655,,"CCUG 48177, CIP 104509, IFO 14403, JCM 3375, NRRL B-1336, DSM 43397, ATCC 6847, IMRU 3419, NCTC 3527, DSM 43580, JCM 30727, BCRC 13693, CCM 2756, CGMCC 4.1167, CGMCC 4.1733, IFM 0237, IMET 7504, IMSNU 21185, KCTC 9957, NBRC 14403, VKM Ac-814",1,"Nocardia carnea",GCA_000308515
10762,"N1301, Y9","DSM 44546, CIP 108826, CCT 5601, JCM 12209, BCRC 16366, IFM 10366, NBRC 101014",1,"Nocardia cerradoensis",GCA_000308535
,,,,,GCA_012396065
10799,,"DSM 44804, CIP 108975, IFM 0354, JCM 12351, NBRC 100430, CCUG 52242",1,"Nocardia concava",GCA_000308815
10809,,"DSM 44960, CIP 108996, OFN N12, JCM 15318, IFM 10920, NBRC 108252",1,"Nocardia coubleae",GCA_001612805
,,,,,GCA_012395945
10765,NB4H,"DSM 44597, ATCC 700418, JCM 10500, CCUG 46826, CIP 105895, IFM 10173, NBRC 100342",1,"Nocardia crassostreae",GCA_001613405
10747,,"DSM 44484, CIP 107669, JCM 11763, NBRC 100375, CCUG 48295, IMMIB D-1627, IFM 10235",1,"Nocardia cyriacigeorgica",GCA_000308555
,,,,,GCA_005863225
132521,"Stamm 1, X1654","DSM 46814, CECT 8839",1,"Nocardia donostiensis",GCA_002081715
10795,,"DSM 44890, CCUG 50200, CIP 108553, IMMIB N-402, JCM 13394, JCM 13374, IFM 10589, NBRC 108235",1,"Nocardia elegans",GCA_001612845
161679,,"JCM 15879, ATCC 33727, IFM 0307",0,"Nocardia elegans",GCA_003023865
10806,,"DSM 44883, IFM 0803, JCM 12667, NBRC 100660, CIP 109337",1,"Nocardia exalbida",GCA_000308575
10669,"GA 919 (N 164), M 258","DSM 43665, ATCC 3318, DSM 43257, DSM 43578, IMRU 3318, NCIB 12058, NCTC 11134, JCM 3088, BCRC 13380, BCRC 13722, CBS 318.60, CCUG 10109, CCUG 27778, CCUG 48656, CECT 3053, CECT 4069, CGMCC 4.1166, CGMCC 4.1829, CIP 104775, IFM 0028, IFM 0284, IFO 15532, IMET 7377, IMSNU 21224, KCTC 9958, NBRC 15532, NCIMB 12058, NRRL B-2089, PCM 2173",1,"Nocardia farcinica",GCA_001182745
,,,,,GCA_001612925
,,,,,GCA_900156775
10733,10.268-1,"DSM 44480, CCRC 13725, IFO 14341, JCM 3332, KCC A-0332, NBRC 14341, NRRL B-16176, CCUG 46925, BCRC 13725, CGMCC 4.1175, CIP 104511, IFM 0851, IMSNU 21181, IMSNU 21192, KCTC 9371, NBRC 108225",1,"Nocardia flavorosea",GCA_001613385
,,,,,GCA_012396035
10751,S1,"DSM 44489, CIP 107226, JCM 11440, NBRC 100377, NCIMB 13759, CCUG 46120, CCUG 46296, IFM 10318",1,"Nocardia fluminea",GCA_002846365
136777,,"CIP 104513, IFO 14340, JCM 10427, BCRC 13734, NBRC 14340, DSM 100631, IMSNU 21193",1,"Nocardia fusca",GCA_001618425
10804,CZH20,"DSM 44956, CIP 109624, NRRL B-24450, JCM 14299, IFM 10766, NBRC 108242",1,"Nocardia gamkensis",GCA_001612985
,,,,,GCA_012396055
10724,"BU 57,1","DSM 46019, ATCC 15903, IMET 7184, RIA 643",0,"Nocardia globerula",GCA_003388635
10830,A2012,"DSM 45516, KCTC 19986, NRRL B-24833, JCM 19958",1,"Nocardia goodfellowii",GCA_017875645
23157,GW5-5797,"DSM 45869, CCUG 60970, CIP 110294, JCM 19117, NBRC 108939",1,"Nocardia grenadensis",GCA_001613445
10817,WS-26,"DSM 45095, KCCM 42317, NRRL B-24459, JCM 14548, NBRC 108248",1,"Nocardia harenae",GCA_001612885
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,"Nocardia higoensis",GCA_000308595
10764,,"DSM 44496, CIP 107670, JCM 11764, NRRL B-24141, CCUG 48296, IMMIB R-1434, CGMCC 4.1830, KCTC 19935, NBRC 108230",1,"Nocardia ignorata",GCA_001612905
,,,,,GCA_004362495
10782,,"DSM 44667, JCM 11891, NBRC 100128, IFM 0092, CIP 108421",1,"Nocardia inohanensis",GCA_001612945
10824,"BM123, UI122540","DSM 45197, JCM 18299, NRRL 5646, NRRL B-24671",1,"Nocardia iowensis",GCA_019222765
10808,"N 3-2","DSM 44959, JCM 13281, NRRL B-24430, CIP 109185, IFM 10687, NBRC 103114, NCIMB 14343",1,"Nocardia jejuensis",GCA_001613145
10802,43401,"DSM 17684, AS 4.1905, CGMCC 4.1905, IFM 10633, JCM 12861, CIP 109010, NBRC 101359",1,"Nocardia jiangxiensis",GCA_000308615
10815,"04-5195, 5195","DSM 45048, CGMCC 4.3508, JCM 14879, IFM 10864, NBRC 108249",1,"Nocardia jinanensis",GCA_001482675
,,,,,GCA_001613025
,,,,,GCA_014645735
10792,MB2876,"DSM 44877, ATCC BAA 948, JCM 13032, IFM 10565, NBRC 101016",1,"Nocardia kruczakiae",GCA_001612965
10801,,"DSM 44933, CCTCC AA 204005, KCTC 19028, YIM 33378, JCM 13592, IFM 10680, NBRC 108240",1,"Nocardia lijiangensis",GCA_001613045
164366,Y48,"JCM 32795, CGMCC 4.7494",1,"Nocardia mangyaensis",GCA_001886715
10722,,"DSM 44952, CIP 108295, JCM 14590, IFM 10801, NBRC 108244",1,"Nocardia mexicana",GCA_001613165
,,,,,GCA_003350525
10826,"188-03, W8061","DSM 45174, JCM 15508, NBRC 108933",1,"Nocardia mikamii",GCA_001613505
10803,117,"DSM 17685, AS 4.1904, CGMCC 4.1904, IFM 10632, JCM 12860, CIP 109011, NBRC 108239",1,"Nocardia miyunensis",GCA_001613065
10774,SBHROA6,"DSM 44717, NCIMB 13955, JCM 12604, CIP 108429, IFM 10560, NBRC 108232",1,"Nocardia neocaledoniensis",GCA_003182135
,,,,,GCA_007990735
10785,,"DSM 44670, JCM 11894, NBRC 100131, IFM 0330, CIP 108423",1,"Nocardia niigatensis",GCA_000308655
10810,,"DSM 44978, CIP 108955, OFN 02.72, JCM 14667, IFM 10816, NBRC 108245",1,"Nocardia ninae",GCA_007990755
10827,W9241,"DSM 45340, CCUG 57756, JCM 19118, NBRC 108934",1,"Nocardia niwae",GCA_001613465
10742,"23095, 2338, R443(1)","DSM 44481, ATCC 33726, CCRC 13746, CIP 104777, IFM 0290, IFO 15556, JCM 6044, NBRC 15556, CCUG 45939, BCRC 13746, CECT 3056, CGMCC 4.1705, CGMCC 4.1879, IMSNU 21197, IMSNU 21201, KCTC 9959, VKM Ac-1971",1,"Nocardia nova",GCA_001613005
10679,,"DSM 43242, ATCC 14629, NCTC 1934, CCUG 10075, JCM 3377, CBS 262.39, CCM 2779, CGMCC 4.1168, CIP 104514, IFM 0239, IFO 14405, IID 5214, IMSNU 21221, JCM 3393, KCTC 9960, NBRC 14405, NCIMB 12084, VKM Ac-869",1,"Nocardia otitidiscaviarum",GCA_000308635
,,,,,GCA_900454305
10728,,"DSM 44386, ATCC BAA 278, JCM 10919, NBRC 100373, CCUG 46117, IMMIB D-1632, CGMCC 4.1722, CIP 106798, IFM 10001",1,"Nocardia paucivorans",GCA_000308675
10787,,"DSM 44730, IFM 0784, JCM 12119, NBRC 100136, CIP 108644",1,"Nocardia pneumoniae",GCA_000308755
10726,,"DSM 44290, ATCC 51512, CCUG 35436, CIP 104600, JCM 9894, CGMCC 4.1880, IFM 0624, NBRC 108224",1,"Nocardia pseudobrasiliensis",GCA_001613105
,,,,,GCA_003350585
10763,"AR 368,38366-20, Chas. Pfizer & Co. A","DSM 43406, CIP 107747, IMET 7501, IMRU 1072, JCM 11883, NRRL B-24154, BCRC 16378, NBRC 100343",1,"Nocardia pseudovaccinii",GCA_001613225
10767,,"DSM 44599, CCUG 48752, NRRL B-24204, IMMIB R-145, JCM 13031, CIP 108222, IFM 10564, NBRC 108233",1,"Nocardia puris",GCA_001613185
,,,,,GCA_003315035
10823,202GMO,"DSM 45147, JCM 18300, NRRL B-24637, NBRC 108938",1,"Nocardia rhamnosiphila",GCA_000720425
,,,,,GCA_000721005
,,,,,GCA_001613485
158323,,"DSM 101726, CGMCC 4.7329, KCTC 39693, KLBMP S0039",1,"Nocardia rhizosphaerihabitans",GCA_014646295
10727,"A-7604, Rucker","DSM 40472, ATCC 27463, CBS 694.72, IFO 13393, ISP 5472, JCM 4826, NBRC 13393, NRRL B-2778, RIA 1354, BCRC 12441, CGMCC 4.1136, CGMCC 4.1502, CIP 104517, IFM 10710, IMSNU 21183, KCTC 9372, NRRL B-12385",1,"Nocardia salmonicida",GCA_001613085
10725,,"DSM 44129, ATCC 43993, CCUG 46828, CIP 104778, IFO 15557, JCM 3360, NBRC 15557, NCIMB 13256, VKM Ac-1967, BCRC 13745, IFM 0286, IMSNU 21188",1,"Nocardia seriolae",GCA_007990715
10777,,"DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134",1,"Nocardia shimofusensis",GCA_001613125
10791,,"DSM 44766, IFM 10088, JCM 12236, CIP 108510, NBRC 100364",1,"Nocardia sienata",GCA_001613205
10749,W30,"DSM 44488, NBRC 100376, NCIMB 13760, JCM 11441, CCUG 46119, CCUG 46433, CIP 107223, IFM 10177",1,"Nocardia salmonicida subsp. cummidelens",GCA_001613285
10752,"44691, R89","DSM 44490, CIP 107225, JCM 11439, NBRC 100378, NCIMB 13758, CCUG 46121, CCUG 46295, IFM 10176",0,"Nocardia salmonicida subsp. cummidelens",GCA_001612865
131831,Root136,"DSM 102470",0,"Nocardia sp.",GCA_001427185
10820,N2-11,"DSM 45078, JBRI 2006, KCTC 19223, JCM 14881, IFM 10868, NBRC 108251",1,"Nocardia speluncae",GCA_001613245
,,,,,GCA_012395985
10780,MS1-3,"DSM 44801, CIP 108681, NBRC 100417, JCM 13313, IFM 10572",1,"Nocardia takedensis",GCA_000308695
10773,"GW 39-1573","DSM 44704, CIP 107929, CCUG 49019, JCM 12693, IFM 10554, NBRC 101015",1,"Nocardia tenerifensis",GCA_000308715
,,,,,GCA_003202065
10814,,"DSM 44935, DSM 44897, IFM 0706, JCM 13033, NBRC 100888, CIP 109636",1,"Nocardia terpenica",GCA_000320925
,,,,,GCA_013186535
10790,,"DSM 44765, IFM 0937, JCM 12235, CIP 108506, NBRC 100365",1,"Nocardia testacea",GCA_000308775
10794,,"DSM 44808, IFM 10145, JCM 12356, CIP 108722, NBRC 100428",1,"Nocardia thailandica",GCA_000308795
10717,,"DSM 43405, ATCC 6865, DSM 43582, IFO 15921, IMRU 3426, NBRC 15921, NCTC 2392, CCUG 45937, CIP 104841, JCM 9099, CCM 2776, CCUG 4.1169, IFM 0333, IMET 7500, NRRL B-16037, VKM Ac-867",1,"Nocardia transvalensis",GCA_000308875
,,,,,GCA_014203315
10719,,"DSM 43136, CBS 224.60, CCRC 13368, CIP 104824, IFO 13702, JCM 3224, KCC A-0224, LBG A 3004, NBRC 13702, NCIB 963, ETH 26650, BCRC 13368, CGMCC 4.1137, CIP 106796, IFM 0856, IMSNU 21186",1,"Nocardia uniformis",GCA_001613345
,,,,,GCA_013004475
10721,"BG 19, Schering 245","DSM 43285, ATCC 11092, CBS 247.55, CCM 2757, IFO 15922, IMET 7503, IMRU 3500, JCM 3395, NBRC 15922, CCUG 46116, BCRC 13695, CIP 104899, ICMP 15782, ICMP 5814, IMSNU 21184, NCPPB 954, NRRL WC-3500, VKM Ac-1336, VKM Ac-856",1,"Nocardia vaccinii",GCA_001613305
10793,,"DSM 44807, IFM 0391, JCM 12354, CIP 108721, NBRC 100427",1,"Nocardia vermiculata",GCA_001613265
,,,,,GCA_012396005
10760,M157222,"DSM 44445, CIP 107095, KCTC 19902, NRRL B-24136, CCUG 46118, JCM 11307, IFM 10086, NBRC 100344",1,"Nocardia veterana",GCA_000308855
,,,,,GCA_012396305
10770,MK703-102F1,"DSM 44638, CIP 107372, FERM P-16580, IFO 16497, JCM 10988, NBRC 16497, IFM 10175",1,"Nocardia vinacea",GCA_000308835
136347,,"CIP 104780, IFO 14427, JCM 3343, NRRL B-16250, BCRC 13736, IFM 0857, IMSNU 21206, NBRC 14427",0,"Nocardia violaceofusca",GCA_001613525
130474,W9851,"DSM 45737, CCUG 62683, NBRC 108936, JCM 32220",1,"Nocardia vulneris",GCA_000811985
,,,,,GCA_001613425
10797,276,"DSM 44895, CGMCC 4.1860, IFM 10549, JCM 12160, NBRC 101358",1,"Nocardia xishanensis",GCA_001613365
10784,,"DSM 44669, JCM 11893, NBRC 100130, IFM 0265, CIP 108422",1,"Nocardia yamanashiensis",GCA_001613325
11140,MSL-28,"DSM 19323, KCTC 19276, JCM 16020, MSL 28",1,"Nocardioides agariphilus",GCA_015352445
23165,CD40127,"DSM 25218, CECT 8014",1,"Nocardioides albertanoniae",GCA_006716315
141143,"THG-S11.7, THG-S11-7","KCTC 39607, CCTCC AB 2015297, JCM 31749",1,"Nocardioides albidus",GCA_006335005
11090,652-48,"DSM 43109, ATCC 27980, CCM 2712, IMET 7807, JCM 3185, NCIB 11454, CCUG 37987, CIP 103451, BCRC 12442, CECT 3302, CGMCC 4.1230, CGMCC 4.1334, IFO 13917, IMSNU 20105, KACC 20014, KCTC 9186, LMG 16326, NBRC 13917, NCIMB 11454, NRRL B-5389, VKM Ac-682, VKM Ac-805",1,"Nocardioides albus",GCA_014191915
,,,,,GCA_014648255
11116,KSL-1,"DSM 16699, KCTC 19037, JCM 13365, BCRC 16826, CIP 108736",1,"Nocardioides alkalitolerans",GCA_000426525
159868,,"KCTC 49020, CGMCC 4.7457, CFH 30205",1,"Nocardioides allogilvus",GCA_003047285
11153,Cr7-14,"DSM 23325, CGMCC 1.10697, LMG 26053, JCM 18960",1,"Nocardioides alpinus",GCA_002836395
,,,,,GCA_900112035
11109,EL-17K,"DSM 11439, ATCC BAA 164, JCM 11266, NBRC 100371, NCFB 3076, CIP 106993, KCTC 9944, NCIMB 703076, VKM Ac-2523",1,"Nocardioides aquaticus",GCA_018459925
11117,H-1,"DSM 15131, IAM 14992, JCM 11674, CIP 108782",1,"Nocardioides aromaticivorans",GCA_001313745
,,,,,GCA_013408525
132635,B2-12,"DSM 100725, KCTC 39748, NRRL B-65313",1,"Nocardioides baekrokdamisoli",GCA_003945325
11145,MN8,"DSM 23134, CCUG 57506, KCTC 19600, JCM 19119",1,"Nocardioides caeni",GCA_004912195
133079,,"DSM 29950, KCTC 39551, YIM A1136, JCM 30631",1,"Nocardioides cavernae",GCA_014779675
,,,,,GCA_016907475
159744,IB-3,"KACC 19522, JCM 32672",1,"Nocardioides currus",GCA_003057875
11148,MDN22,"DSM 23819, CCUG 57505, KCTC 19601",1,"Nocardioides daedukensis",GCA_013408415
133929,2C1-5,"JCM 17460, KCTC 19799",1,"Nocardioides daeguensis",GCA_019192965
11155,MJ31,"DSM 25320, JCM 16922, KCTC 19772",1,"Nocardioides daejeonensis",GCA_003194585
11131,D287,"DSM 18664, CCM 7403, JCM 16608",1,"Nocardioides daphniae",GCA_004777465
,,,,,GCA_014635145
130494,SC8A-24,"DSM 26045, CGMCC 4.7183, JCM 33040",1,"Nocardioides deserti",GCA_014266025
,,,,,GCA_014646035
11143,FR1436,"DSM 22004, JCM 14815, KCTC 19309",1,"Nocardioides dokdonensis",GCA_001653335
11129,RC825,"DSM 22017, CCTCC AA 206016, IAM 15416, JCM 23199",1,"Nocardioides exalbidus",GCA_900105585
166484,SZ4R5S7,"CGMCC 4.7456, KCTC 39994",1,"Nocardioides ferulae",GCA_003660455
133240,Y4,"CGMCC 1.12791, MCCC 1A09944, LMG 28100, JCM 19770",1,"Nocardioides flavus",GCA_014653115
11115,JC2055,"DSM 16411, IMSNU 14028, JCM 12124, KCTC 9920, CGMCC 4.6875, CIP 108507, IAM 15306",1,"Nocardioides ganghwensis",GCA_004137235
166432,WSJ-1,"KCTC 49117, CCTCC AB 2018027",1,"Nocardioides gansuensis",GCA_003076135
24249,,"DSM 21349, KACC 14269, KCTC 19469, Gsoil 485, JCM 32750",1,"Nocardioides ginsengisegetis",GCA_014138045
159611,HLT3-15,"DSM 108653, CGMCC 1.11097, NBRC 109781",1,"Nocardioides glacieisoli",GCA_004137245
11138,MSL-23,"DSM 19273, KCTC 19274, MSL 23",1,"Nocardioides halotolerans",GCA_000422805
158314,78,"DSM 106424, CGMCC 4.7461",1,"Nocardioides houyundeii",GCA_002865585
141103,FLL521,"KCTC 39931, CCTCC AB 2017083",1,"Nocardioides immobilis",GCA_003515065
11120,DS-51,"DSM 17944, CIP 109626, KCTC 19180, JCM 15308",1,"Nocardioides insulae",GCA_000422825
11152,IR27-S3,"DSM 25935, JCM 17985, KACC 14926, NBRC 105384",1,"Nocardioides iriomotensis",GCA_004168035
11137,MSL-26,"DSM 19321, KCTC 19275, MSL 26",1,"Nocardioides islandensis",GCA_015352455
11099,,"DSM 20641, ATCC 49810, IAM 12581, IFO 14755, IMET 10678, JCM 1364, NBRC 14755, NCIB 9770, CCUG 37988, CIP 102404, CNF 091, IMSNU 22036, KCTC 9134, LMG 16325, NCIMB 9770, PCM 2328, VKM Ac-1878",1,"Nocardioides jensenii",GCA_001313485
,,,,,GCA_001552535
11124,A2-4,"DSM 19082, CIP 109335, JCM 12609, KCTC 19054, BCRC 16836, KCTC 9995",1,"Nocardioides kongjuensis",GCA_013409625
11113,KSL-2,"DSM 16314, KCTC 19038, JCM 13594, CIP 108882",1,"Nocardioides kribbensis",GCA_015070375
11157,D94-1,"DSM 24663, CGMCC 4.6858, JCM 19667",1,"Nocardioides lianchengensis",GCA_013409225
,,,,,GCA_900101465
140309,002-2,"DSM 103718, KCTC 39838",0,"Nocardioides litoris",GCA_006346315
11102,939-9,"DSM 43366, ATCC 43052, DSM 43811, IFO 14491, IMET 7830, JCM 3358, NBRC 14491, NCIB 11455, CCUG 37986, CIP 103450, IMSNU 22020, KCTC 9575, LMG 16209, NCIMB 11455, VKM Ac-1246",1,"Nocardioides luteus",GCA_014648595
11125,SBS-12,"DSM 18965, JBRI 2003, KCCM 42681",1,"Nocardioides marinisabuli",GCA_013409965
,,,,,GCA_013466785
11126,CL-DD14,"DSM 18248, CIP 109596, KCCM 42321, JCM 15615",1,"Nocardioides marinus",GCA_013408145
11110,,"DSM 15529, CIP 107017, JCM 10703, KCTC 0457BP, NRRL B-24725, NSP 41",1,"Nocardioides nitrophenolicus",GCA_001313605
,,,,,GCA_016907515
11112,,"DSM 16090, NCIMB 14004, BAS 3, JCM 14342, CGMCC 4.6882, CIP 108901, IAM 15341",1,"Nocardioides oleivorans",GCA_004137255
23166,,"DSM 21350, KACC 14271, KCTC 19471, Gsoil 958",1,"Nocardioides panaciterrulae",GCA_013409645
11156,,"DSM 26487, KCTC 19888, NBRC 108680, KLBMP 1050",1,"Nocardioides panzhihuensis",GCA_013408335
158822,THG-T63,"KACC 19192, CGMCC 4.7388",1,"Nocardioides pelophilus",GCA_014180685
23164,"I10A-0142, I10A-01402","DSM 24552, CPCC 203382, KCTC 29022",1,"Nocardioides perillae",GCA_013409425
133104,WYH11-7,"DSM 104026, CGMCC 4.7371",1,"Nocardioides phosphati",GCA_014646375
11108,,"DSM 11054, NCIMB 12834, Grainger J70, JCM 9626, ATCC 51889, CIP 104157, IMSNU 22067, KCTC 9577, LMG 16210, VKM Ac-1998",1,"Nocardioides plantarum",GCA_006346395
24251,RHLT2-1,"DSM 27452, CGMCC 1.11156, NBRC 108563, JCM 19668",1,"Nocardioides psychrotolerans",GCA_007992415
,,,,,GCA_900113685
11111,OS4,"DSM 15530, CIP 106800, JCM 10369, KCTC 0074BP",1,"Nocardioides pyridinolyticus",GCA_001313985
130492,Sco-A25,"DSM 23986, KCTC 19805, NBRC 107916",1,"Nocardioides rubriscoriae",GCA_008087085
11135,CL-Z59,"DSM 18239, KCCM 42320",1,"Nocardioides salarius",GCA_015070765
,,,,,GCA_015339545
,,,,,GCA_016907435
11144,,"DSM 19263, JCM 19559, KCTC 19271, MSL 01",1,"Nocardioides sediminis",GCA_003047295
166421,S-34,"KCTC 49137, CCTCC AB 2018079",1,"Nocardioides silvaticus",GCA_003160695
11100,,"CCUG 23611, JCM 1363, DSM 20130, ATCC 6946, CCM 1652, DSM 776, IAM 1660, IMET 10368, NCIB 8929, NCTC 4215, BCRC 10381, CECT 466, CIP 82.106, HAMBI 1861, HAMBI 90, IFO 12069, IFO 3530, IMSNU 21329, KCTC 1003, KCTC 3187, KCTC 9106, LMG 16261, NBRC 12069, NBRC 3530, NCCB 39010, NCIMB 8929, NRIC 1841, NRRL B-14051, NRRL B-3157, PCM 2327, VKM Ac-1118, VKM Ac-925, VKM B-667",1,"Nocardioides simplex",GCA_006538965
,,,,,GCA_900114845
140067,mbc-2,"DSM 105498, CCTCC AB 2012934, KACC 17152, JCM 32088",1,"Nocardioides soli",GCA_014191495
131832,Root79,"DSM 102480",0,"Nocardioides sp.",GCA_001428765
131833,Root122,"DSM 102471",0,"Nocardioides sp.",GCA_001425025
131834,Root1257,"DSM 102472",0,"Nocardioides sp.",GCA_001425175
131835,Root140,"DSM 102473",0,"Nocardioides sp.",GCA_001426745
131836,Root151,"DSM 102474",0,"Nocardioides sp.",GCA_001427925
131837,Root190,"DSM 102475",0,"Nocardioides sp.",GCA_001428565
131838,Root224,"DSM 102476",0,"Nocardioides sp.",GCA_001428725
131839,Root240,"DSM 102477",0,"Nocardioides sp.",GCA_001428825
131840,Root614,"DSM 102478",0,"Nocardioides sp.",GCA_001427545
131841,Root682,"DSM 102479",0,"Nocardioides sp.",GCA_001427795
131842,Leaf307,"DSM 102667",0,"Nocardioides sp.",GCA_001423135
161801,,"JCM 16518",0,"Nocardioides sp.",GCA_001312705
162326,,"JCM 18899",0,"Nocardioides sp.",GCA_001312985
162363,,"JCM 18998",0,"Nocardioides sp.",GCA_001313005
162364,,"JCM 18999",0,"Nocardioides sp.",GCA_001313045
24250,RHLT1-17,"DSM 27403, CGMCC 1.11147, NBRC 108562, JCM 19669",1,"Nocardioides szechwanensis",GCA_007992395
,,,,,GCA_900103935
24248,VA15,"DSM 28109, CGMCC 1.7056, JCM 16799, NBRC 104259",1,"Nocardioides terrae",GCA_900112345
